area_type,availability,location,size(BHK),total_sqft,bath,balcony,price,price_per_sqft
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1250.0,2.0,2.0,68.0,0.0544
Super built-up  Area,Ready To Move,Bisuvanahalli,2.0,850.0,2.0,1.0,27.0,0.03176470588235294
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1600.0,2.0,2.0,110.0,0.06875
Built-up  Area,Ready To Move,Electronic City,2.0,1250.0,2.0,1.0,62.0,0.0496
Super built-up  Area,Ready To Move,Other,3.0,1312.0,2.0,1.0,56.5,0.0430640243902439
Super built-up  Area,Ready To Move,Kadugodi,4.0,3000.0,4.0,0.0,134.0,0.04466666666666667
Built-up  Area,Ready To Move,Electronic City Phase II,2.0,1300.0,2.0,2.0,28.0,0.021538461538461538
Built-up  Area,Ready To Move,Whitefield,3.0,1990.0,3.0,3.0,98.0,0.04924623115577889
Super built-up  Area,Ready To Move,Other,2.0,760.0,2.0,2.0,38.5,0.0506578947368421
Plot  Area,Ready To Move,Ambedkar Nagar,4.0,5000.0,4.0,2.0,536.0,0.1072
Super built-up  Area,Ready To Move,Kadugodi,3.0,1614.0,2.0,2.0,59.0,0.036555142503097895
Plot  Area,Ready To Move,Judicial Layout,4.0,1500.0,3.0,2.0,162.0,0.108
Super built-up  Area,Ready To Move,Other,3.0,1182.0,2.0,1.0,60.1,0.05084602368866328
Super built-up  Area,Ready To Move,Other,2.0,1053.0,2.0,1.0,46.29,0.04396011396011396
Built-up  Area,Ready To Move,6th Phase JP Nagar,1.0,750.0,1.0,1.0,105.0,0.14
Super built-up  Area,Ready To Move,Gubbalala,3.0,2000.0,3.0,3.0,125.0,0.0625
Built-up  Area,Under Construction,Electronic City Phase II,3.0,1940.0,4.0,3.0,116.0,0.05979381443298969
Super built-up  Area,Under Construction,Hennur Road,3.0,1590.0,3.0,2.0,105.0,0.0660377358490566
Super built-up  Area,Under Construction,Other,2.0,1035.0,2.0,2.0,52.79,0.051004830917874396
Super built-up  Area,Ready To Move,Kothanur,2.0,1075.0,2.0,2.0,53.0,0.04930232558139535
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3.0,1260.0,2.0,1.0,62.0,0.049206349206349205
Plot  Area,Ready To Move,Other,6.0,1200.0,5.0,0.0,260.0,0.21666666666666667
Super built-up  Area,Ready To Move,Thanisandra,3.0,1702.0,3.0,2.0,107.0,0.06286721504112809
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1080.0,2.0,2.0,65.0,0.06018518518518518
Built-up  Area,Ready To Move,Kasavanhalli,2.0,1189.0,2.0,1.0,45.0,0.03784693019343986
Super built-up  Area,Ready To Move,Tumkur Road,2.0,1035.0,2.0,1.0,39.0,0.03768115942028986
Super built-up  Area,Under Construction,Hennur Road,2.0,1200.0,2.0,1.0,36.0,0.03
Plot  Area,Ready To Move,Mahalakshmi Layout,8.0,4482.0,6.0,2.0,852.0,0.19009370816599733
Plot  Area,Ready To Move,Other,3.0,1200.0,3.0,0.0,200.0,0.16666666666666666
Super built-up  Area,Under Construction,Kanakpura Road,3.0,1300.0,3.0,1.0,69.0,0.05307692307692308
Super built-up  Area,Under Construction,Yelahanka,2.0,1330.0,2.0,1.0,93.65,0.07041353383458647
Super built-up  Area,Ready To Move,Kaggalipura,3.0,1210.0,2.0,1.0,65.0,0.05371900826446281
Built-up  Area,Ready To Move,Chikkalasandra,3.0,1350.0,2.0,2.0,54.2,0.04014814814814815
Super built-up  Area,Ready To Move,Kaval Byrasandra,3.0,1900.0,2.0,2.0,65.0,0.034210526315789476
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1935.0,4.0,2.0,125.0,0.06459948320413436
Super built-up  Area,Ready To Move,Other,3.0,1410.0,3.0,3.0,90.0,0.06382978723404255
Super built-up  Area,Ready To Move,Other,2.0,1469.0,2.0,2.0,99.14,0.06748808713410484
Super built-up  Area,Ready To Move,Varthur,2.0,986.0,2.0,1.0,30.0,0.030425963488843813
Super built-up  Area,Ready To Move,Other,3.0,1460.0,2.0,2.0,87.0,0.05958904109589041
Super built-up  Area,Ready To Move,Chandapura,3.0,1345.0,2.0,2.0,39.5,0.029368029739776952
Super built-up  Area,Ready To Move,Panathur,2.0,980.0,2.0,1.0,57.0,0.058163265306122446
Built-up  Area,Ready To Move,Kudlu Gate,2.0,1164.0,2.0,2.0,75.0,0.06443298969072164
Super built-up  Area,Ready To Move,Subramanyapura,2.0,929.0,1.0,2.0,51.0,0.05489773950484392
Built-up  Area,Ready To Move,Kundalahalli,2.0,1065.0,2.0,1.0,70.0,0.06572769953051644
Super built-up  Area,Under Construction,Budigere,2.0,1172.0,2.0,0.0,56.725,0.048400170648464164
Super built-up  Area,Ready To Move,Other,3.0,3000.0,3.0,1.0,265.0,0.08833333333333333
Super built-up  Area,Under Construction,Electronic City,2.0,1020.0,2.0,1.0,30.27,0.029676470588235294
Super built-up  Area,Ready To Move,Gunjur,3.0,1362.0,3.0,1.0,62.63,0.04598384728340676
Super built-up  Area,Ready To Move,Yeshwanthpur,1.0,672.0,1.0,1.0,36.85,0.05483630952380952
Super built-up  Area,Ready To Move,Brookefield,3.0,1746.0,3.0,3.0,115.0,0.06586483390607102
Super built-up  Area,Ready To Move,Harlur,2.0,1532.0,2.0,1.0,65.0,0.04242819843342036
Super built-up  Area,Ready To Move,Other,3.0,1200.0,2.0,2.0,120.0,0.1
Super built-up  Area,Ready To Move,Other,2.0,1250.0,2.0,2.0,65.0,0.052
Super built-up  Area,Ready To Move,Thanisandra,2.0,1188.0,2.0,1.0,39.0,0.03282828282828283
Built-up  Area,Under Construction,Whitefield,4.0,3565.0,4.0,0.0,218.0,0.06115007012622721
Super built-up  Area,Under Construction,Marathahalli,2.0,1170.0,2.0,2.0,85.0,0.07264957264957266
Super built-up  Area,Ready To Move,Other,3.0,1800.0,3.0,2.0,150.0,0.08333333333333333
Plot  Area,Ready To Move,Other,2.0,1000.0,2.0,1.0,35.0,0.035
Plot  Area,Ready To Move,Cooke Town,3.0,2600.0,3.0,1.0,375.0,0.14423076923076922
Super built-up  Area,Ready To Move,Kasturi Nagar,4.0,2507.0,4.0,2.0,155.0,0.061826884722776226
Super built-up  Area,Ready To Move,Babusapalaya,2.0,1061.0,2.0,1.0,34.0,0.03204524033930255
Super built-up  Area,Ready To Move,KR Puram,2.0,1290.0,2.0,2.0,69.0,0.053488372093023255
Super built-up  Area,Ready To Move,Sarjapur,2.0,1200.0,2.0,1.0,42.6,0.035500000000000004
Super built-up  Area,Under Construction,Bharathi Nagar,2.0,1120.0,2.0,2.0,39.29,0.03508035714285714
Super built-up  Area,Ready To Move,Electronic City,1.0,418.0,1.0,1.0,12.0,0.028708133971291867
Super built-up  Area,Ready To Move,Sarjapur,3.0,1333.0,3.0,1.0,50.0,0.037509377344336084
Super built-up  Area,Under Construction,Thanisandra,1.0,747.0,1.0,0.0,34.355,0.045990629183400265
Super built-up  Area,Ready To Move,Koramangala,3.0,1700.0,3.0,3.0,250.0,0.14705882352941177
Super built-up  Area,Under Construction,Thanisandra,3.0,2030.0,4.0,1.0,125.0,0.06157635467980296
Super built-up  Area,Under Construction,Balagere,2.0,1012.0,2.0,1.0,70.0,0.0691699604743083
Carpet  Area,Ready To Move,Kudlu,3.0,1245.0,2.0,1.0,60.0,0.04819277108433735
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1765.0,3.0,2.0,118.0,0.06685552407932012
Super built-up  Area,Ready To Move,Gottigere,2.0,1110.0,2.0,2.0,36.25,0.03265765765765766
Built-up  Area,Ready To Move,Other,2.0,967.0,2.0,1.0,47.8,0.049431230610134436
Super built-up  Area,Ready To Move,Sarjapur,2.0,1044.0,2.0,2.0,36.0,0.034482758620689655
Super built-up  Area,Ready To Move,Brookefield,3.0,1518.0,3.0,3.0,80.0,0.052700922266139656
Super built-up  Area,Ready To Move,KR Puram,3.0,1300.0,2.0,2.0,57.0,0.04384615384615385
Super built-up  Area,Ready To Move,Other,3.0,1798.0,3.0,3.0,73.0,0.040600667408231365
Carpet  Area,Ready To Move,KR Puram,2.0,866.28,2.0,0.0,36.38,0.04199565960197627
Super built-up  Area,Under Construction,Whitefield,4.0,3410.0,5.0,3.0,253.0,0.07419354838709677
Super built-up  Area,Ready To Move,Singasandra,2.0,1179.0,2.0,2.0,56.0,0.04749787955894826
Super built-up  Area,Ready To Move,Rajaji Nagar,5.0,3600.0,5.0,2.0,510.0,0.14166666666666666
Super built-up  Area,Ready To Move,Other,3.0,2098.0,3.0,1.0,210.0,0.10009532888465204
Super built-up  Area,Ready To Move,Other,3.0,2400.0,3.0,1.0,270.0,0.1125
Built-up  Area,Ready To Move,Haralur Road,3.0,1976.0,3.0,2.0,92.0,0.0465587044534413
Built-up  Area,Ready To Move,5th Phase JP Nagar,2.0,1190.0,2.0,2.0,61.8,0.05193277310924369
Super built-up  Area,Ready To Move,Other,3.0,1800.0,3.0,3.0,192.0,0.10666666666666667
Super built-up  Area,Under Construction,Jakkur,3.0,1761.0,3.0,1.0,84.52,0.04799545712663259
Super built-up  Area,Ready To Move,Cooke Town,3.0,1700.0,3.0,3.0,120.0,0.07058823529411765
Built-up  Area,Ready To Move,Ramamurthy Nagar,4.0,900.0,4.0,1.0,70.0,0.07777777777777778
Super built-up  Area,Under Construction,Electronic City,2.0,1128.0,2.0,1.0,64.8,0.0574468085106383
Built-up  Area,Under Construction,Electronic City,3.0,1220.0,2.0,1.0,35.25,0.02889344262295082
Super built-up  Area,Under Construction,Other,1.0,509.0,1.0,1.0,20.0,0.03929273084479371
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1852.0,4.0,2.0,122.0,0.06587473002159827
Super built-up  Area,Under Construction,Varthur,2.0,1045.0,2.0,1.0,40.65,0.038899521531100476
Super built-up  Area,Ready To Move,Other,4.0,3535.0,4.0,2.0,215.0,0.06082036775106082
Super built-up  Area,Ready To Move,Other,4.0,1800.0,3.0,2.0,82.0,0.04555555555555556
Super built-up  Area,Ready To Move,Hebbal Kempapura,3.0,1436.0,2.0,2.0,75.0,0.05222841225626741
Super built-up  Area,Ready To Move,Other,3.0,1397.0,2.0,2.0,52.0,0.03722261989978525
Super built-up  Area,Ready To Move,Kothanur,2.0,1140.0,2.0,2.0,56.0,0.04912280701754386
Super built-up  Area,Under Construction,Balagere,1.0,645.0,1.0,1.0,55.0,0.08527131782945736
Plot  Area,Ready To Move,Other,5.0,2350.0,5.0,2.0,325.0,0.13829787234042554
Plot  Area,Under Construction,Nagarbhavi,3.0,1200.0,3.0,2.0,225.0,0.1875
Carpet  Area,Ready To Move,Other,3.0,2050.0,3.0,2.0,135.0,0.06585365853658537
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1335.0,2.0,1.0,95.0,0.07116104868913857
Plot  Area,Ready To Move,Other,2.0,2100.0,1.0,1.0,200.0,0.09523809523809523
Super built-up  Area,Ready To Move,Thanisandra,2.0,1140.0,2.0,1.0,59.0,0.05175438596491228
Super built-up  Area,Ready To Move,Hosakerehalli,3.0,2376.0,3.0,1.0,240.0,0.10101010101010101
Super built-up  Area,Under Construction,Thanisandra,1.0,663.0,1.0,1.0,46.0,0.0693815987933635
Super built-up  Area,Ready To Move,Other,2.0,1276.0,2.0,0.0,146.0,0.11442006269592477
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,1450.0,3.0,3.0,60.9,0.041999999999999996
Super built-up  Area,Ready To Move,Kodichikkanahalli,3.0,1400.0,3.0,3.0,66.0,0.047142857142857146
Super built-up  Area,Under Construction,Other,2.0,1339.0,2.0,1.0,53.56,0.04
Built-up  Area,Under Construction,Electronic City,3.0,1220.0,2.0,1.0,35.23,0.028877049180327866
Built-up  Area,Ready To Move,Malleshwaram,3.0,2200.0,3.0,2.0,275.0,0.125
Built-up  Area,Ready To Move,Other,2.0,1305.0,2.0,2.0,52.0,0.03984674329501916
Built-up  Area,Ready To Move,Green Glen Layout,3.0,1740.0,3.0,3.0,80.0,0.04597701149425287
Super built-up  Area,Ready To Move,Anekal,2.0,680.0,1.0,1.0,21.0,0.030882352941176472
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,1154.0,2.0,2.0,47.0,0.04072790294627383
Built-up  Area,Ready To Move,Munnekollal,2.0,1200.0,2.0,2.0,40.0,0.03333333333333333
Super built-up  Area,Ready To Move,Hennur,2.0,1155.0,2.0,2.0,54.5,0.047186147186147186
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1525.0,2.0,3.0,63.0,0.04131147540983607
Built-up  Area,Ready To Move,Giri Nagar,1.0,600.0,1.0,1.0,125.0,0.20833333333333334
Super built-up  Area,Under Construction,Hebbal,4.0,2470.0,5.0,2.0,192.0,0.07773279352226721
Super built-up  Area,Ready To Move,Padmanabhanagar,2.0,1100.0,2.0,1.0,60.0,0.05454545454545454
Super built-up  Area,Ready To Move,Hormavu,2.0,1250.0,2.0,2.0,65.0,0.052
Super built-up  Area,Ready To Move,Kothanur,2.0,1400.0,2.0,1.0,70.0,0.05
Super built-up  Area,Ready To Move,Other,3.0,1600.0,3.0,2.0,100.0,0.0625
Built-up  Area,Ready To Move,Electronic City,2.0,1060.0,2.0,1.0,55.0,0.05188679245283019
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2.0,1272.0,2.0,2.0,50.0,0.03930817610062893
Super built-up  Area,Under Construction,Kanakpura Road,2.0,1296.0,2.0,2.0,105.0,0.08101851851851852
Built-up  Area,Ready To Move,Other,4.0,2100.0,3.0,2.0,280.0,0.13333333333333333
Super built-up  Area,Ready To Move,Karuna Nagar,3.0,1945.0,3.0,3.0,115.0,0.05912596401028278
Super built-up  Area,Under Construction,Chandapura,3.0,1033.0,2.0,2.0,30.47,0.029496611810261374
Super built-up  Area,Ready To Move,Other,3.0,2300.0,2.0,2.0,69.0,0.03
Super built-up  Area,Under Construction,Other,2.0,1235.0,2.0,2.0,52.76,0.04272064777327935
Super built-up  Area,Ready To Move,Other,3.0,2100.0,3.0,1.0,270.0,0.12857142857142856
Super built-up  Area,Ready To Move,Other,2.0,850.0,2.0,1.0,42.5,0.05
Super built-up  Area,Ready To Move,Subramanyapura,3.0,1880.0,3.0,2.0,110.0,0.05851063829787234
Super built-up  Area,Under Construction,1st Block Jayanagar,4.0,2450.0,4.0,2.0,368.0,0.15020408163265306
Super built-up  Area,Ready To Move,Kenchenahalli,2.0,1060.0,2.0,2.0,52.0,0.04905660377358491
Super built-up  Area,Ready To Move,Hennur Road,3.0,2041.0,3.0,3.0,138.0,0.06761391474767271
Built-up  Area,Ready To Move,Hulimavu,2.0,1050.0,2.0,2.0,125.0,0.11904761904761904
Built-up  Area,Under Construction,Other,2.0,1150.0,2.0,1.0,39.0,0.03391304347826087
Super built-up  Area,Ready To Move,LB Shastri Nagar,2.0,1184.0,2.0,1.0,62.0,0.052364864864864864
Built-up  Area,Ready To Move,Sarjapur  Road,3.0,1680.0,3.0,2.0,126.0,0.075
Super built-up  Area,Under Construction,Thanisandra,3.0,1411.0,3.0,2.0,100.0,0.07087172218284904
Plot  Area,Ready To Move,Hosa Road,5.0,900.0,5.0,0.0,55.0,0.06111111111111111
Super built-up  Area,Under Construction,Kanakpura Road,2.0,900.0,2.0,2.0,41.0,0.04555555555555556
Built-up  Area,Ready To Move,Other,4.0,3500.0,4.0,3.0,320.0,0.09142857142857143
Super built-up  Area,Ready To Move,Thanisandra,3.0,1702.0,3.0,2.0,120.0,0.07050528789659224
Super built-up  Area,Ready To Move,Yelahanka,2.0,1185.0,2.0,2.0,45.0,0.0379746835443038
Super built-up  Area,Under Construction,Kanakpura Road,3.0,1300.0,3.0,1.0,64.0,0.04923076923076923
Super built-up  Area,Ready To Move,Other,3.0,1545.0,3.0,2.0,65.0,0.042071197411003236
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3.0,1515.0,2.0,2.0,135.0,0.0891089108910891
Super built-up  Area,Ready To Move,Jigani,3.0,1300.0,3.0,3.0,55.0,0.04230769230769231
Super built-up  Area,Ready To Move,JP Nagar,2.0,1107.0,2.0,1.0,57.0,0.051490514905149054
Super built-up  Area,Ready To Move,Old Madras Road,3.0,1720.0,3.0,2.0,106.0,0.06162790697674419
Super built-up  Area,Ready To Move,Other,3.0,1540.0,3.0,2.0,150.0,0.09740259740259741
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,1000.0,2.0,1.0,44.5,0.0445
Super built-up  Area,Under Construction,Electronic City,1.0,710.0,1.0,1.0,40.42,0.05692957746478874
Built-up  Area,Ready To Move,Other,4.0,3200.0,4.0,0.0,270.0,0.084375
Plot  Area,Ready To Move,Other,2.0,900.0,2.0,2.0,160.0,0.17777777777777778
Built-up  Area,Ready To Move,Bannerghatta Road,2.0,1250.0,2.0,0.0,48.0,0.0384
Built-up  Area,Ready To Move,Kaggadasapura,5.0,2400.0,4.0,3.0,130.0,0.05416666666666667
Super built-up  Area,Ready To Move,Hegde Nagar,3.0,1584.01,3.0,1.0,104.0,0.06565615116066187
Plot  Area,Ready To Move,Other,4.0,875.0,4.0,0.0,150.0,0.17142857142857143
Plot  Area,Ready To Move,Kammasandra,4.0,1200.0,6.0,3.0,60.0,0.05
Super built-up  Area,Ready To Move,Kaggadasapura,3.0,1485.0,2.0,2.0,70.0,0.04713804713804714
Built-up  Area,Ready To Move,Hennur Road,3.0,1100.0,2.0,1.0,78.0,0.07090909090909091
Super built-up  Area,Under Construction,8th Phase JP Nagar,2.0,1245.0,2.0,1.0,59.0,0.04738955823293173
Built-up  Area,Under Construction,Hennur Road,4.0,1880.0,4.0,0.0,154.0,0.08191489361702127
Super built-up  Area,Under Construction,Frazer Town,3.0,2214.0,3.0,3.0,350.0,0.15808491418247517
Built-up  Area,Under Construction,Other,2.0,1050.0,2.0,2.0,45.0,0.04285714285714286
Plot  Area,Ready To Move,Vishveshwarya Layout,4.0,600.0,4.0,2.0,95.0,0.15833333333333333
Super built-up  Area,Under Construction,Bannerghatta Road,3.0,1640.0,3.0,2.0,105.0,0.06402439024390244
Super built-up  Area,Ready To Move,Other,2.0,1165.0,2.0,1.0,65.0,0.055793991416309016
Built-up  Area,Ready To Move,Kengeri Satellite Town,2.0,1110.0,2.0,1.0,43.0,0.03873873873873874
Super built-up  Area,Ready To Move,Other,7.0,1200.0,5.0,2.0,200.0,0.16666666666666666
Built-up  Area,Ready To Move,Other,4.0,4000.0,4.0,2.0,630.0,0.1575
Built-up  Area,Ready To Move,Uttarahalli,4.0,4500.0,4.0,0.0,150.0,0.03333333333333333
Plot  Area,Ready To Move,Other,4.0,600.0,4.0,3.0,65.0,0.10833333333333334
Plot  Area,Ready To Move,Other,2.0,1200.0,1.0,0.0,42.0,0.035
Plot  Area,Under Construction,Yelahanka,3.0,1500.0,2.0,2.0,12.75,0.0085
Super built-up  Area,Under Construction,Hennur Road,2.0,1232.0,2.0,1.0,69.61,0.05650162337662338
Super built-up  Area,Ready To Move,Jalahalli,3.0,1704.0,3.0,2.0,94.36,0.05537558685446009
Built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1275.0,2.0,2.0,88.0,0.06901960784313725
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1222.0,2.0,1.0,68.0,0.05564648117839607
Super built-up  Area,Under Construction,Electronic City,2.0,1000.0,2.0,1.0,29.95,0.02995
Super built-up  Area,Under Construction,Yelahanka,3.0,1517.0,3.0,2.0,71.28,0.04698747528015821
Super built-up  Area,Under Construction,Horamavu Agara,2.0,1166.0,2.0,1.0,37.29,0.0319811320754717
Built-up  Area,Ready To Move,Electronic City,2.0,870.0,2.0,2.0,24.0,0.027586206896551724
Super built-up  Area,Ready To Move,5th Phase JP Nagar,5.0,4000.0,5.0,2.0,170.0,0.0425
Plot  Area,Ready To Move,Rajaji Nagar,4.0,1350.0,4.0,1.0,230.0,0.17037037037037037
Super built-up  Area,Ready To Move,Yelahanka,4.0,3019.0,6.0,2.0,190.0,0.06293474660483604
Super built-up  Area,Ready To Move,Whitefield,3.0,1345.0,3.0,1.0,58.0,0.04312267657992565
Plot  Area,Ready To Move,Dommasandra,3.0,900.0,3.0,1.0,75.0,0.08333333333333333
Super built-up  Area,Ready To Move,EPIP Zone,4.0,3800.0,5.0,2.0,170.0,0.04473684210526316
Super built-up  Area,Ready To Move,Chandapura,3.0,971.0,2.0,2.0,38.0,0.03913491246138002
Built-up  Area,Ready To Move,EPIP Zone,2.0,1810.0,2.0,2.0,65.0,0.03591160220994475
Built-up  Area,Ready To Move,Other,2.0,1300.0,2.0,1.0,58.0,0.04461538461538461
Super built-up  Area,Ready To Move,Thanisandra,2.0,1185.0,2.0,2.0,45.0,0.0379746835443038
Super built-up  Area,Ready To Move,Other,2.0,1350.0,2.0,3.0,68.0,0.05037037037037037
Super built-up  Area,Under Construction,Budigere,3.0,1590.0,3.0,0.0,76.16,0.047899371069182385
Super built-up  Area,Ready To Move,Thyagaraja Nagar,7.0,3000.0,6.0,3.0,180.0,0.06
Plot  Area,Ready To Move,Brookefield,4.0,1560.0,3.0,2.0,149.0,0.0955128205128205
Super built-up  Area,Ready To Move,Somasundara Palya,3.0,1650.0,3.0,2.0,126.0,0.07636363636363637
Super built-up  Area,Ready To Move,Other,3.0,1645.0,3.0,2.0,87.0,0.05288753799392097
Super built-up  Area,Ready To Move,Hennur Road,3.0,1748.0,3.0,2.0,103.0,0.05892448512585812
Plot  Area,Under Construction,Channasandra,3.0,1200.0,3.0,1.0,67.77,0.056475
Built-up  Area,Ready To Move,Kengeri Satellite Town,2.0,1170.0,2.0,3.0,50.0,0.042735042735042736
Built-up  Area,Ready To Move,Sarjapur  Road,4.0,3420.0,4.0,2.0,225.0,0.06578947368421052
Built-up  Area,Ready To Move,Hulimavu,3.0,1320.0,2.0,2.0,65.0,0.04924242424242424
Super built-up  Area,Under Construction,Bhoganhalli,3.0,1610.0,3.0,2.0,84.53,0.05250310559006211
Super built-up  Area,Ready To Move,Frazer Town,3.0,1870.0,3.0,3.0,180.0,0.0962566844919786
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1510.0,2.0,1.0,110.0,0.0728476821192053
Built-up  Area,Ready To Move,Other,6.0,2700.0,7.0,3.0,110.0,0.040740740740740744
Super built-up  Area,Ready To Move,Other,3.0,1305.0,2.0,1.0,45.68,0.03500383141762452
Super built-up  Area,Ready To Move,Mahadevpura,3.0,1500.0,2.0,1.0,70.0,0.04666666666666667
Super built-up  Area,Ready To Move,Indira Nagar,2.0,1149.0,2.0,1.0,130.0,0.11314186248912098
Built-up  Area,Ready To Move,Thanisandra,4.0,1948.0,4.0,2.0,129.0,0.0662217659137577
Plot  Area,Ready To Move,Margondanahalli,3.0,1448.0,3.0,1.0,70.0,0.04834254143646409
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1242.0,2.0,1.0,78.0,0.06280193236714976
Super built-up  Area,Ready To Move,Sonnenahalli,2.0,1268.0,2.0,1.0,58.0,0.04574132492113565
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2.0,1101.0,2.0,1.0,50.0,0.045413260672116255
Super built-up  Area,Ready To Move,Other,2.0,1255.0,2.0,3.0,65.0,0.05179282868525897
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,984.0,3.0,2.0,140.0,0.14227642276422764
Super built-up  Area,Under Construction,Hosa Road,2.0,1089.0,2.0,1.0,32.67,0.030000000000000002
Built-up  Area,Ready To Move,Other,2.0,800.0,1.0,3.0,95.0,0.11875
Plot  Area,Ready To Move,Thanisandra,8.0,3600.0,9.0,3.0,125.0,0.034722222222222224
Plot  Area,Ready To Move,Other,4.0,1650.0,2.0,1.0,140.0,0.08484848484848485
Super built-up  Area,Ready To Move,Kaggalipura,2.0,950.0,2.0,1.0,45.0,0.04736842105263158
Super built-up  Area,Ready To Move,HBR Layout,2.0,1068.0,2.0,1.0,43.0,0.040262172284644196
Built-up  Area,Ready To Move,Yelahanka New Town,2.0,860.0,1.0,2.0,31.0,0.03604651162790698
Built-up  Area,Ready To Move,Kengeri,8.0,3000.0,5.0,2.0,130.0,0.043333333333333335
Super built-up  Area,Ready To Move,Yelahanka,3.0,1756.0,3.0,2.0,66.73,0.03800113895216401
Super built-up  Area,Ready To Move,Whitefield,2.0,1205.0,2.0,1.0,41.0,0.03402489626556016
Plot  Area,Ready To Move,Hoodi,8.0,1120.0,8.0,2.0,155.0,0.13839285714285715
Super built-up  Area,Ready To Move,Banashankari,3.0,1800.0,3.0,2.0,125.0,0.06944444444444445
Super built-up  Area,Under Construction,Other,4.0,8321.0,5.0,2.0,2912.0,0.3499579377478668
Built-up  Area,Ready To Move,Hormavu,3.0,1604.0,3.0,0.0,68.0,0.04239401496259352
Super built-up  Area,Under Construction,Old Airport Road,4.0,2732.0,4.0,3.0,204.0,0.0746705710102489
Super built-up  Area,Under Construction,Chandapura,2.0,1015.0,2.0,2.0,25.88,0.025497536945812808
